Table_Number,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit,Value
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202009,Count,2180
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202009,Count,2470
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202009,Count,3080
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202009,Count,1470
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202009,Count,460
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202012,Count,980
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202012,Count,1220
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202012,Count,2250
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202012,Count,690
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202012,Count,3040
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202012,Count,1370
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202012,Count,500
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202103,Count,1050
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202103,Count,1270
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202103,Count,2260
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202103,Count,690
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202103,Count,2870
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202103,Count,1560
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202103,Count,510
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202106,Count,1120
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202106,Count,1250
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202106,Count,2430
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202106,Count,710
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202106,Count,2820
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202106,Count,1620
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202106,Count,540
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202109,Count,1180
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202109,Count,1250
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202109,Count,2670
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202109,Count,700
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202109,Count,3040
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202109,Count,1640
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202109,Count,570
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202112,Count,1280
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202112,Count,1260
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202112,Count,2730
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202112,Count,710
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202112,Count,3140
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202112,Count,1780
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202112,Count,600
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202203,Count,1250
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202203,Count,1240
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202203,Count,2800
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202203,Count,670
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202203,Count,2860
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202203,Count,1860
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202203,Count,540
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202206,Count,1260
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202206,Count,1220
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202206,Count,2860
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202206,Count,710
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202206,Count,2760
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202206,Count,1930
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202206,Count,550
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202209,Count,1290
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202209,Count,1170
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202209,Count,2840
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202209,Count,730
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202209,Count,2850
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202209,Count,1950
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202209,Count,570
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202212,Count,1210
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202212,Count,1220
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202212,Count,2940
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202212,Count,810
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202212,Count,3030
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202212,Count,2020
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202212,Count,580
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202303,Count,1220
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202303,Count,1240
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202303,Count,2900
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202303,Count,840
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202303,Count,2890
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202303,Count,2050
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202303,Count,550
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",202306,Count,1200
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,202306,Count,1230
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,202306,Count,2930
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,202306,Count,860
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,202306,Count,2910
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202306,Count,1990
5,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",202306,Count,550
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201703,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201703,$ (millions),18
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201703,$ (millions),21
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201703,$ (millions),32
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201703,$ (millions),42
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201703,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201703,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201706,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201706,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201706,$ (millions),24
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201706,$ (millions),33
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201706,$ (millions),42
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201706,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201706,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201709,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201709,$ (millions),17
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201709,$ (millions),23
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201709,$ (millions),33
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201709,$ (millions),45
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201709,$ (millions),12
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201709,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201712,$ (millions),10
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201712,$ (millions),21
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201712,$ (millions),26
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201712,$ (millions),39
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201712,$ (millions),48
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201712,$ (millions),12
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201712,$ (millions),6
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201803,$ (millions),10
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201803,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201803,$ (millions),23
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201803,$ (millions),36
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201803,$ (millions),38
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201803,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201803,$ (millions),5
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201806,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201806,$ (millions),20
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201806,$ (millions),25
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201806,$ (millions),29
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201806,$ (millions),40
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201806,$ (millions),25
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201806,$ (millions),6
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201809,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201809,$ (millions),17
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201809,$ (millions),26
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201809,$ (millions),31
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201809,$ (millions),43
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201809,$ (millions),24
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201809,$ (millions),6
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201812,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201812,$ (millions),22
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201812,$ (millions),28
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201812,$ (millions),34
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201812,$ (millions),48
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201812,$ (millions),30
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201812,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201903,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201903,$ (millions),18
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201903,$ (millions),24
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201903,$ (millions),31
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201903,$ (millions),38
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201903,$ (millions),28
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201903,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201906,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201906,$ (millions),20
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201906,$ (millions),27
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201906,$ (millions),32
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201906,$ (millions),43
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201906,$ (millions),30
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201906,$ (millions),6
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201909,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201909,$ (millions),18
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201909,$ (millions),28
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201909,$ (millions),29
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201909,$ (millions),47
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201909,$ (millions),35
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201909,$ (millions),6
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",201912,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,201912,$ (millions),22
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,201912,$ (millions),30
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,201912,$ (millions),31
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,201912,$ (millions),54
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201912,$ (millions),38
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",201912,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202003,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202003,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202003,$ (millions),29
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202003,$ (millions),27
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202003,$ (millions),41
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202003,$ (millions),35
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202003,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202006,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202006,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202006,$ (millions),30
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202006,$ (millions),27
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202006,$ (millions),45
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202006,$ (millions),35
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202006,$ (millions),7
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202009,$ (millions),10
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202009,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202009,$ (millions),31
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202009,$ (millions),28
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202009,$ (millions),50
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202009,$ (millions),34
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202009,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202012,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202012,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202012,$ (millions),32
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202012,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202012,$ (millions),54
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202012,$ (millions),26
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202012,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202103,$ (millions),12
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202103,$ (millions),20
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202103,$ (millions),33
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202103,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202103,$ (millions),46
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202103,$ (millions),31
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202103,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202106,$ (millions),13
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202106,$ (millions),21
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202106,$ (millions),35
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202106,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202106,$ (millions),47
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202106,$ (millions),30
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202106,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202109,$ (millions),15
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202109,$ (millions),19
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202109,$ (millions),42
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202109,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202109,$ (millions),51
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202109,$ (millions),35
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202109,$ (millions),10
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202112,$ (millions),16
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202112,$ (millions),23
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202112,$ (millions),46
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202112,$ (millions),9
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202112,$ (millions),55
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202112,$ (millions),35
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202112,$ (millions),11
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202203,$ (millions),16
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202203,$ (millions),21
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202203,$ (millions),42
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202203,$ (millions),8
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Primary industries,202203,$ (millions),49
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",202203,$ (millions),37
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Rental, hiring and real estate services",202203,$ (millions),10
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,"Arts, recreation, and other services",202206,$ (millions),15
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Goods-producing industries,202206,$ (millions),22
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Health care and social assistance,202206,$ (millions),47
6,"Total earnings by employees of Maori authorities, by industry",Total earnings by industry,Maori authorities,Other services industries,202206,$ (millions),9
