Table_Number,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit,Value
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201706,$ (millions),3423
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201706,$ (millions),10884
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201706,$ (millions),2939
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201706,$ (millions),1625
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201706,$ (millions),9743
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201706,$ (millions),14307
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201709,$ (millions),71
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201709,$ (millions),6
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201709,$ (millions),93
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201709,$ (millions),147
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201709,$ (millions),23
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201709,$ (millions),170
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201709,$ (millions),2515
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201709,$ (millions),9586
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201709,$ (millions),2602
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201709,$ (millions),1117
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201709,$ (millions),8382
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201709,$ (millions),12101
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201712,$ (millions),106
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201712,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201712,$ (millions),83
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201712,$ (millions),129
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201712,$ (millions),71
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201712,$ (millions),200
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201712,$ (millions),4612
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201712,$ (millions),10066
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201712,$ (millions),3824
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201712,$ (millions),1236
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201712,$ (millions),9618
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201712,$ (millions),14678
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201803,$ (millions),89
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201803,$ (millions),12
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201803,$ (millions),68
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201803,$ (millions),121
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201803,$ (millions),48
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201803,$ (millions),169
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201803,$ (millions),3624
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201803,$ (millions),9893
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201803,$ (millions),2841
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201803,$ (millions),1380
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201803,$ (millions),9295
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201803,$ (millions),13517
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201806,$ (millions),69
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201806,$ (millions),13
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201806,$ (millions),70
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201806,$ (millions),118
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201806,$ (millions),33
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201806,$ (millions),151
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201806,$ (millions),3394
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201806,$ (millions),11800
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201806,$ (millions),3405
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201806,$ (millions),1593
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201806,$ (millions),10197
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201806,$ (millions),15195
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201809,$ (millions),66
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201809,$ (millions),10
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201809,$ (millions),118
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201809,$ (millions),164
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201809,$ (millions),31
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201809,$ (millions),195
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201809,$ (millions),2749
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201809,$ (millions),10816
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201809,$ (millions),3193
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201809,$ (millions),1203
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201809,$ (millions),9169
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201809,$ (millions),13565
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201812,$ (millions),122
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201812,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201812,$ (millions),68
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201812,$ (millions),120
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201812,$ (millions),81
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201812,$ (millions),201
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201812,$ (millions),4481
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201812,$ (millions),10494
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201812,$ (millions),4409
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201812,$ (millions),1325
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201812,$ (millions),9241
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201812,$ (millions),14975
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201903,$ (millions),54
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201903,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201903,$ (millions),91
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201903,$ (millions),117
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201903,$ (millions),40
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201903,$ (millions),156
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201903,$ (millions),4171
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201903,$ (millions),10482
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201903,$ (millions),3719
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201903,$ (millions),1414
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201903,$ (millions),9519
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201903,$ (millions),14652
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201906,$ (millions),58
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201906,$ (millions),12
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201906,$ (millions),109
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201906,$ (millions),140
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201906,$ (millions),39
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201906,$ (millions),179
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201906,$ (millions),3687
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201906,$ (millions),12500
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201906,$ (millions),4301
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201906,$ (millions),1698
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201906,$ (millions),10187
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201906,$ (millions),16187
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201909,$ (millions),C
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201909,$ (millions),97
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201909,$ (millions),C
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201909,$ (millions),141
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201909,$ (millions),14
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201909,$ (millions),156
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201909,$ (millions),2664
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201909,$ (millions),10675
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201909,$ (millions),3455
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201909,$ (millions),1181
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201909,$ (millions),8703
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201909,$ (millions),13340
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",201912,$ (millions),108
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,201912,$ (millions),14
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,201912,$ (millions),90
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,201912,$ (millions),128
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201912,$ (millions),84
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201912,$ (millions),212
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201912,$ (millions),5233
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,201912,$ (millions),10488
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201912,$ (millions),5252
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201912,$ (millions),1328
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201912,$ (millions),9141
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,201912,$ (millions),15721
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202003,$ (millions),36
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202003,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202003,$ (millions),115
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202003,$ (millions),132
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202003,$ (millions),29
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202003,$ (millions),161
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202003,$ (millions),4505
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202003,$ (millions),10672
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202003,$ (millions),3707
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202003,$ (millions),1638
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202003,$ (millions),9833
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202003,$ (millions),15178
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202006,$ (millions),49
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202006,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202006,$ (millions),112
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202006,$ (millions),130
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202006,$ (millions),41
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202006,$ (millions),172
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202006,$ (millions),4159
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202006,$ (millions),11527
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202006,$ (millions),4113
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202006,$ (millions),1698
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202006,$ (millions),9875
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202006,$ (millions),15685
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202009,$ (millions),38
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202009,$ (millions),10
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202009,$ (millions),97
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202009,$ (millions),128
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202009,$ (millions),17
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202009,$ (millions),145
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202009,$ (millions),2441
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202009,$ (millions),10788
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202009,$ (millions),3369
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202009,$ (millions),1743
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202009,$ (millions),8117
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202009,$ (millions),13228
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202012,$ (millions),92
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202012,$ (millions),13
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202012,$ (millions),139
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202012,$ (millions),177
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202012,$ (millions),66
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202012,$ (millions),243
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202012,$ (millions),4561
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202012,$ (millions),10700
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202012,$ (millions),5231
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202012,$ (millions),1550
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202012,$ (millions),8480
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202012,$ (millions),15261
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202103,$ (millions),49
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202103,$ (millions),8
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202103,$ (millions),125
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202103,$ (millions),148
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202103,$ (millions),35
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202103,$ (millions),182
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202103,$ (millions),4149
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202103,$ (millions),10185
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202103,$ (millions),4554
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202103,$ (millions),1454
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202103,$ (millions),8327
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202103,$ (millions),14335
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202106,$ (millions),C
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202106,$ (millions),148
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202106,$ (millions),C
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202106,$ (millions),166
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202106,$ (millions),52
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202106,$ (millions),218
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202106,$ (millions),4517
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202106,$ (millions),12976
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202106,$ (millions),5548
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202106,$ (millions),1782
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202106,$ (millions),10164
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202106,$ (millions),17494
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202109,$ (millions),54
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202109,$ (millions),15
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202109,$ (millions),172
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202109,$ (millions),210
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202109,$ (millions),31
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202109,$ (millions),241
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202109,$ (millions),2910
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202109,$ (millions),11627
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202109,$ (millions),4087
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202109,$ (millions),1763
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202109,$ (millions),8687
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202109,$ (millions),14537
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202112,$ (millions),111
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202112,$ (millions),8
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202112,$ (millions),111
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202112,$ (millions),141
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202112,$ (millions),89
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202112,$ (millions),230
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202112,$ (millions),5463
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202112,$ (millions),11666
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202112,$ (millions),5851
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202112,$ (millions),1695
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202112,$ (millions),9583
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202112,$ (millions),17129
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202203,$ (millions),C
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202203,$ (millions),121
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202203,$ (millions),C
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202203,$ (millions),128
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202203,$ (millions),58
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202203,$ (millions),186
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202203,$ (millions),5084
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202203,$ (millions),11376
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202203,$ (millions),4775
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202203,$ (millions),1811
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202203,$ (millions),9874
